DRR013325_2_ka_f_31.729_L_4808_L_5197_L_2282_L_4806_:156-1334	1	1178	1178	gi|525341911|dbj|AB818689.1|	5685	6862	7907	99.745	0.0	333760	Human papillomavirus 16
DRR013325_2_ka_f_31.729_L_4808_L_5197_L_2282_L_4806_:156-1334	1	1178	1178	gi|2771814726|gb|OR348859.1|	46	1223	2827	99.660	0.0	333760	Human papillomavirus 16
DRR013325_2_ka_f_31.729_L_4808_L_5197_L_2282_L_4806_:156-1334	1	1178	1178	gi|2771814723|gb|OR348858.1|	46	1223	2827	99.660	0.0	333760	Human papillomavirus 16
DRR013325_2_ka_f_31.729_L_4808_L_5197_L_2282_L_4806_:156-1334	1	1178	1178	gi|1547130538|gb|MH937377.1|	89	1266	3169	99.660	0.0	333760	Human papillomavirus 16
DRR013325_2_ka_f_31.729_L_4808_L_5197_L_2282_L_4806_:156-1334	1	1178	1178	gi|1360358076|gb|MG850702.1|	5600	6777	7821	99.660	0.0	333760	Human papillomavirus 16
DRR013319_8_ka_f_41.304_L_254_L_38_:27-1217	1	1190	1190	gi|2791380496|gb|PQ177652.1|	124	1313	1590	100.000	0.0	10618	human papillomavirus 52
DRR013319_8_ka_f_41.304_L_254_L_38_:27-1217	1	1190	1190	gi|2791380388|gb|PQ177597.1|	124	1313	1590	100.000	0.0	10618	human papillomavirus 52
DRR013319_8_ka_f_41.304_L_254_L_38_:27-1217	1	1190	1190	gi|2791380350|gb|PQ177578.1|	124	1313	1590	100.000	0.0	10618	human papillomavirus 52
DRR013319_8_ka_f_41.304_L_254_L_38_:27-1217	1	1190	1190	gi|2791380288|gb|PQ177547.1|	124	1313	1590	100.000	0.0	10618	human papillomavirus 52
DRR013319_8_ka_f_41.304_L_254_L_38_:27-1217	1	1190	1190	gi|2791380272|gb|PQ177539.1|	124	1313	1590	100.000	0.0	10618	human papillomavirus 52
DRR013317_15_ka_f_115.034_L_473_L_205_:27-1202	1	1175	1175	gi|2791380779|gb|PQ177791.1|	124	1298	1575	100.000	0.0	10598	human papillomavirus 58
DRR013317_15_ka_f_115.034_L_473_L_205_:27-1202	1	1175	1175	gi|2791380749|gb|PQ177776.1|	124	1298	1575	100.000	0.0	10598	human papillomavirus 58
DRR013317_15_ka_f_115.034_L_473_L_205_:27-1202	1	1175	1175	gi|2791380671|gb|PQ177737.1|	124	1298	1575	100.000	0.0	10598	human papillomavirus 58
DRR013317_15_ka_f_115.034_L_473_L_205_:27-1202	1	1175	1175	gi|1368653242|dbj|LC373210.1|	5688	6862	7824	100.000	0.0	10598	human papillomavirus 58
DRR013317_15_ka_f_115.034_L_473_L_205_:27-1202	1	1175	1175	gi|1368653233|dbj|LC373209.1|	5688	6862	7824	100.000	0.0	10598	human papillomavirus 58
DRR472272_11_ka_f_40.670_:198-1370	1	1172	1172	gi|1220130420|gb|KX645779.1|	151	1322	1605	100.000	0.0	10596	human papillomavirus 56
DRR472272_11_ka_f_40.670_:198-1370	1	1172	1172	gi|2374020011|gb|OP712103.1|	5643	6814	7841	100.000	0.0	10596	human papillomavirus 56
DRR472272_11_ka_f_40.670_:198-1370	1	1172	1172	gi|2374019658|gb|OP712049.1|	5643	6814	7839	100.000	0.0	10596	human papillomavirus 56
DRR472272_11_ka_f_40.670_:198-1370	1	1172	1172	gi|2374019114|gb|OP711967.1|	5643	6814	7839	100.000	0.0	10596	human papillomavirus 56
DRR472272_11_ka_f_40.670_:198-1370	1	1172	1172	gi|2416400522|gb|OP721217.1|	199	1370	1653	100.000	0.0	10566	Human papillomavirus
DRR472267_48_ka_f_48.097_:120-1298	1	1178	1178	gi|2645646807|gb|OR997938.1|	5569	6746	7811	99.915	0.0	10595	human papillomavirus 51
DRR472267_48_ka_f_48.097_:120-1298	1	1178	1178	gi|765527077|gb|KP090033.1|	1436	2613	2905	99.915	0.0	10595	human papillomavirus 51
DRR472267_48_ka_f_48.097_:120-1298	1	1178	1178	gi|2188188865|gb|MW888938.1|	46	1223	1515	99.915	0.0	10595	human papillomavirus 51
DRR472267_48_ka_f_48.097_:120-1298	1	1178	1178	gi|2188188847|gb|MW888929.1|	46	1223	1515	99.915	0.0	10595	human papillomavirus 51
DRR472267_48_ka_f_48.097_:120-1298	1	1178	1178	gi|1547165884|gb|MH577953.1|	46	1223	1515	99.830	0.0	10595	human papillomavirus 51
DRR472269_16_ka_f_82.421_:126-1301	1	1175	1175	gi|2416400546|gb|OP721229.1|	127	1301	1590	99.830	0.0	10566	Human papillomavirus
DRR472269_16_ka_f_82.421_:126-1301	1	1175	1175	gi|2416400494|gb|OP721202.1|	127	1301	1590	99.830	0.0	10566	Human papillomavirus
DRR472269_16_ka_f_82.421_:126-1301	1	1175	1175	gi|2416400468|gb|OP721189.1|	127	1301	1590	99.660	0.0	10566	Human papillomavirus
DRR472269_16_ka_f_82.421_:126-1301	1	1175	1175	gi|2888783067|gb|OR714761.1|	5769	6943	7920	99.574	0.0	10590	human papillomavirus 42
DRR472269_16_ka_f_82.421_:126-1301	1	1175	1175	gi|2888783053|gb|OR714759.1|	5769	6943	7920	99.574	0.0	10590	human papillomavirus 42
DRR213724_5837_ka_f_25.428_:153-1319	1	1166	1166	gi|1493606859|gb|MH407281.1|	43	1208	1503	100.000	0.0	32630	synthetic construct
DRR213724_5837_ka_f_25.428_:153-1319	1	1166	1166	gi|1191444240|gb|KX514423.1|	5832	6997	7990	100.000	0.0	31552	Human papillomavirus type 6
DRR213724_5837_ka_f_25.428_:153-1319	1	1166	1166	gi|2374020549|gb|OP712051.1|	5832	6997	7990	100.000	0.0	31552	Human papillomavirus type 6
DRR213724_5837_ka_f_25.428_:153-1319	1	1166	1166	gi|2374020101|gb|OP712113.1|	5832	6997	7990	100.000	0.0	31552	Human papillomavirus type 6
DRR213724_5837_ka_f_25.428_:153-1319	1	1166	1166	gi|2374019755|gb|OP712065.1|	5832	6997	7990	100.000	0.0	31552	Human papillomavirus type 6
DRR472326_25_ka_f_1828.414_:123-1304	1	1181	1181	gi|2416400414|gb|OP721162.1|	124	1304	1605	100.000	0.0	10566	Human papillomavirus
DRR472326_25_ka_f_1828.414_:123-1304	1	1181	1181	gi|1906948342|gb|MT934294.1|	46	1226	1527	100.000	0.0	37115	human papillomavirus 59
DRR472326_25_ka_f_1828.414_:123-1304	1	1181	1181	gi|1906948130|gb|MT934188.1|	46	1226	1527	100.000	0.0	37115	human papillomavirus 59
DRR472326_25_ka_f_1828.414_:123-1304	1	1181	1181	gi|1906948090|gb|MT934168.1|	46	1226	1527	100.000	0.0	37115	human papillomavirus 59
